form,subjects,code,name,predicted_2025,trend,budget_places,chance_text,chance_prob,graph_path
Очно-договорная,"Обществознание, Химия, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Химия, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Химия, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,144,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Химия, Английский язык, Русский язык, Математика",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Физика, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Физика, География, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Физика, География, Русский язык, Математика",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Физика, География, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Физика, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Физика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Физика, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Физика, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Физика, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,144,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, Физика, Английский язык, Русский язык, Математика",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, География, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, География, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, География, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,144,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Обществознание, География, Английский язык, Русский язык, Математика",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Химия, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Химия, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Химия, Русский язык, Математика",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Химия, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Химия, Русский язык, Математика",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Физика, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Физика, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Физика, Русский язык, Математика",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Физика, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Физика, Русский язык, Математика",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, География, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, География, Русский язык, Математика",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, География, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Английский язык, Русский язык, Математика",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Биология, Английский язык, Русский язык, Математика",40.03.01,40.03.01 — Юриспруденция,142,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, Физика, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, Физика, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, Физика, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, Физика, Русский язык, Математика",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, Физика, Русский язык, Математика",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, География, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, География, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, География, Русский язык, Математика",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, Английский язык, Русский язык, Математика",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Химия, Английский язык, Русский язык, Математика",40.03.01,40.03.01 — Юриспруденция,142,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Физика, География, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Физика, География, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Физика, География, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Физика, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"История, Физика, География, Русский язык, Математика",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Физика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Физика, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Физика, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, Физика, Английский язык, Русский язык, Математика",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, Физика, Английский язык, Русский язык, Математика",40.03.01,40.03.01 — Юриспруденция,142,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, География, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, География, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"История, География, Английский язык, Русский язык, Математика",42.03.01,42.03.01 — Реклама и связи с общественностью,143,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"История, География, Английский язык, Русский язык, Математика",40.03.01,40.03.01 — Юриспруденция,142,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Химия, Физика, Русский язык, Математика",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Химия, Физика, Русский язык, Математика",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Химия, Физика, Русский язык, Математика",23.03.01,23.03.01 Технология транспортных процессов,0,➡️ Стабильный,0,🟡 Низкие,0.35,
Очно-договорная,"Биология, Химия, География, Русский язык, Математика",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Химия, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Химия, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Химия, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Химия, Английский язык, Русский язык, Математика",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Химия, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Химия, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,144,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Физика, География, Русский язык, Математика",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Физика, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Физика, География, Русский язык, Математика",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Физика, География, Русский язык, Математика",23.03.01,23.03.01 Технология транспортных процессов,0,➡️ Стабильный,0,🟡 Низкие,0.35,
Очно-договорная,"Биология, Физика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Физика, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Физика, Английский язык, Русский язык, Математика",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Физика, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, Физика, Английский язык, Русский язык, Математика",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, География, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, География, Английский язык, Русский язык, Математика",37.03.01,37.03.01 — Психология,147,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, География, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Биология, География, Английский язык, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, Физика, География, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, Физика, География, Русский язык, Математика",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, Физика, География, Русский язык, Математика",23.03.01,23.03.01 Технология транспортных процессов,0,➡️ Стабильный,0,🟡 Низкие,0.35,
Очно-договорная,"Химия, Физика, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, Физика, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, Физика, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, Физика, Английский язык, Русский язык, Математика",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, Физика, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,144,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, География, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, География, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, География, Английский язык, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Химия, География, Английский язык, Русский язык, Математика",38.03.03,38.03.03 — Управление персоналом,144,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Физика, География, Английский язык, Русский язык, Математика",43.03.03,43.03.03 — Гостиничное дело,158,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Физика, География, Английский язык, Русский язык, Математика",39.03.01,39.03.01 — Социология,155,📉 Снижающийся,0,🟢 Высокие,0.85,
Очно-договорная,"Физика, География, Английский язык, Русский язык, Математика",41.03.04,41.03.04 — Политология,146,📈 Растущий,0,🟢 Высокие,0.85,
Очно-договорная,"Физика, География, Английский язык, Русский язык, Математика",05.03.06,05.03.06 — Экология и природопользование,146,➡️ Стабильный,0,🟢 Высокие,0.85,
Очно-договорная,"Физика, География, Английский язык, Русский язык, Математика",27.03.05,27.03.05 — Инноватика,145,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Информатика, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, Обществознание, Русский язык",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, Русский язык",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, История, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, Биология, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, Химия, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, Физика, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, География, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, Английский язык, Русский язык",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Английский язык, Русский язык",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Информатика, Обществознание, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Информатика, Обществознание, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Информатика, История, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Информатика, Биология, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Информатика, Химия, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Информатика, Физика, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Информатика, География, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Информатика, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Информатика, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, История, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, История, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, Биология, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, Биология, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, Химия, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, Химия, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, Физика, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, Физика, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, География, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, География, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Обществознание, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"История, Биология, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"История, Химия, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"История, Физика, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"История, География, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"История, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"История, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Биология, Химия, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Биология, Физика, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Биология, География, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Биология, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Биология, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Химия, Физика, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Химия, География, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Химия, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Химия, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Физика, География, Русский язык, Математика",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Физика, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Физика, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"География, Английский язык, Русский язык, Математика",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"География, Английский язык, Русский язык, Математика",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Информатика, Обществознание, Русский язык",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Информатика, Обществознание, Русский язык",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Информатика, История, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, Информатика, Биология, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, Информатика, Химия, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, Информатика, Физика, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, Информатика, География, Русский язык",,НАПРАВЛЕНИЯ НЕ НАЙДЕНЫ,,,,—,,
Очно-заочная бюджет,"Математика, Информатика, Английский язык, Русский язык",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Информатика, Английский язык, Русский язык",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, История, Русский язык",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, История, Русский язык",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, Биология, Русский язык",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, Биология, Русский язык",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, Химия, Русский язык",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, Химия, Русский язык",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, Физика, Русский язык",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, Физика, Русский язык",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, География, Русский язык",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, География, Русский язык",38.03.01,38.03.01 — Экономика,226,📈 Растущий,0,🟢 Высокие,0.85,
Очно-заочная бюджет,"Математика, Обществознание, Английский язык, Русский язык",38.03.02,38.03.02 — Менеджмент,231,📈 Растущий,0,🟢 Высокие,0.85,
